year,age,sex,lfp,n,cohort,lfp_age_avg
2003,23,2,73.353233,10589,1980,73.365128
2004,23,2,73.88765,10534,1981,73.365128
2005,23,2,73.329132,10448,1982,73.365128
2006,23,2,74.317131,10257,1983,73.365128
2007,23,2,74.259056,10079,1984,73.365128
2008,23,2,74.048218,10273,1985,73.365128
2009,23,2,73.76297,10079,1986,73.365128
2010,23,2,73.094521,9963,1987,73.365128
2011,23,2,73.534927,9970,1988,73.365128
2012,23,2,71.931961,9485,1989,73.365128
2013,23,2,71.568375,10217,1990,73.365128
2014,23,2,73.597595,9932,1991,73.365128
2015,23,2,73.247818,9681,1992,73.365128
2016,23,2,73.169952,9504,1993,73.365128
1976,24,1,90.978149,11903,1952,90.70179
1977,24,1,91.703659,13770,1953,90.70179
1978,24,1,91.345978,14403,1954,90.70179
1979,24,1,92.584145,14543,1955,90.70179
1980,24,1,92.185486,17089,1956,90.70179
1981,24,1,90.890015,16312,1957,90.70179
1982,24,1,91.323318,15239,1958,90.70179
1983,24,1,90.712509,14893,1959,90.70179
1984,24,1,90.952858,15171,1960,90.70179
1985,24,1,89.94503,14757,1961,90.70179
1986,24,1,92.071686,14024,1962,90.70179
1987,24,1,91.29155,13499,1963,90.70179
1988,24,1,90.945564,12382,1964,90.70179
1989,24,1,91.784592,12087,1965,90.70179
1990,24,1,91.14753,12252,1966,90.70179
1991,24,1,91.000053,11701,1967,90.70179
1992,24,1,89.999985,11240,1968,90.70179
1993,24,1,90.099716,11284,1969,90.70179
1994,24,1,89.554367,11087,1970,90.70179
1995,24,1,89.845924,10927,1971,90.70179
1996,24,1,89.043129,8983,1972,90.70179
1997,24,1,89.414139,8521,1973,90.70179
1998,24,1,88.840363,8289,1974,90.70179
1999,24,1,89.183319,8258,1975,90.70179
2000,24,1,89.472015,8164,1976,90.70179
2001,24,1,89.156555,9273,1977,90.70179
2002,24,1,89.274857,9277,1978,90.70179
2003,24,1,86.865303,9718,1979,90.70179
2004,24,1,87.663467,9953,1980,90.70179
2005,24,1,87.872597,9914,1981,90.70179
2006,24,1,89.009666,10022,1982,90.70179
2007,24,1,86.854691,9788,1983,90.70179
2008,24,1,84.951439,9431,1984,90.70179
2009,24,1,84.433983,10042,1985,90.70179
2010,24,1,83.547569,9815,1986,90.70179
2011,24,1,82.785156,9475,1987,90.70179
2012,24,1,84.234459,9091,1988,90.70179
2013,24,1,82.289009,9466,1989,90.70179
2014,24,1,83.408737,9576,1990,90.70179
2015,24,1,83.111542,9651,1991,90.70179
2016,24,1,81.935196,9328,1992,90.70179
1976,24,2,66.227203,13498,1952,73.292473
1977,24,2,67.373016,14735,1953,73.292473
1978,24,2,69.644997,16144,1954,73.292473
1979,24,2,70.238678,15705,1955,73.292473
1980,24,2,70.458313,19038,1956,73.292473
1981,24,2,71.525742,18146,1957,73.292473
1982,24,2,70.804169,16951,1958,73.292473
1983,24,2,72.424927,16792,1959,73.292473
1984,24,2,72.278061,16362,1960,73.292473
1985,24,2,74.250832,16500,1961,73.292473
1986,24,2,74.328621,15623,1962,73.292473
1987,24,2,75.343643,14868,1963,73.292473
1988,24,2,76.563499,13851,1964,73.292473
1989,24,2,75.848152,13310,1965,73.292473
1990,24,2,74.781647,13063,1966,73.292473
1991,24,2,73.321342,12640,1967,73.292473
1992,24,2,74.51709,12058,1968,73.292473
1993,24,2,73.800842,12160,1969,73.292473
1994,24,2,74.256836,11986,1970,73.292473
1995,24,2,74.757912,11671,1971,73.292473
1996,24,2,76.519524,9737,1972,73.292473
1997,24,2,77.04039,8892,1973,73.292473
1998,24,2,76.445129,9027,1974,73.292473
1999,24,2,76.268791,8942,1975,73.292473
2000,24,2,76.653572,8992,1976,73.292473
2001,24,2,77.306976,10004,1977,73.292473
2002,24,2,76.390694,10698,1978,73.292473
2003,24,2,75.424614,10604,1979,73.292473
2004,24,2,74.128235,10379,1980,73.292473
2005,24,2,74.365189,10601,1981,73.292473
2006,24,2,74.113358,10420,1982,73.292473
2007,24,2,75.293907,10543,1983,73.292473
2008,24,2,74.132874,9989,1984,73.292473
2009,24,2,75.341454,10340,1985,73.292473
2010,24,2,75.192123,10380,1986,73.292473
2011,24,2,74.133041,9790,1987,73.292473
2012,24,2,72.810837,9678,1988,73.292473
2013,24,2,72.815796,9894,1989,73.292473
2014,24,2,73.146179,10241,1990,73.292473
2015,24,2,74.839859,9774,1991,73.292473
2016,24,2,75.894562,9572,1992,73.292473
1976,25,1,92.370071,11787,1951,92.017006
1977,25,1,93.148186,13473,1952,92.017006
1978,25,1,93.41011,14623,1953,92.017006
1979,25,1,93.020775,14524,1954,92.017006
1980,25,1,92.844734,17438,1955,92.017006
1981,25,1,92.633224,15906,1956,92.017006
1982,25,1,92.446106,15618,1957,92.017006
1983,25,1,92.099663,15432,1958,92.017006
1984,25,1,91.917625,14840,1959,92.017006
1985,25,1,92.471466,15228,1960,92.017006
1986,25,1,92.961319,14917,1961,92.017006
1987,25,1,92.706284,14073,1962,92.017006
1988,25,1,92.367363,13125,1963,92.017006
1989,25,1,91.846291,12983,1964,92.017006
1990,25,1,92.526573,12700,1965,92.017006
1991,25,1,91.99836,12239,1966,92.017006
1992,25,1,91.712502,11559,1967,92.017006
1993,25,1,90.409454,11145,1968,92.017006
1994,25,1,90.211029,10958,1969,92.017006
1995,25,1,91.173988,10962,1970,92.017006
1996,25,1,90.868057,9626,1971,92.017006
1997,25,1,91.109077,9054,1972,92.017006
1998,25,1,90.738129,8596,1973,92.017006
1999,25,1,91.417763,8264,1974,92.017006
2000,25,1,90.366913,8677,1975,92.017006
2001,25,1,90.341347,9194,1976,92.017006
2002,25,1,89.577499,9511,1977,92.017006
2003,25,1,87.966972,9680,1978,92.017006
2004,25,1,88.254753,9686,1979,92.017006
2005,25,1,87.667343,10141,1980,92.017006
2006,25,1,88.856155,10658,1981,92.017006
2007,25,1,90.272865,10098,1982,92.017006
2008,25,1,87.931793,10016,1983,92.017006
2009,25,1,86.459229,10116,1984,92.017006
2010,25,1,85.538445,10225,1985,92.017006
2011,25,1,85.384399,9716,1986,92.017006
2012,25,1,85.807297,9595,1987,92.017006
2013,25,1,85.113022,9228,1988,92.017006
2014,25,1,84.403595,9738,1989,92.017006
2015,25,1,84.345314,9811,1990,92.017006
2016,25,1,84.224159,9943,1991,92.017006
1976,25,2,63.851631,12731,1951,72.449371
1977,25,2,65.923569,14839,1952,72.449371
1978,25,2,67.440254,15579,1953,72.449371
1979,25,2,67.880402,15955,1954,72.449371
1980,25,2,68.28054,19087,1955,72.449371
1981,25,2,69.735764,17915,1956,72.449371
1982,25,2,70.326416,17586,1957,72.449371
1983,25,2,71.47496,16626,1958,72.449371
1984,25,2,72.868172,16866,1959,72.449371
1985,25,2,72.143188,16767,1960,72.449371
1986,25,2,73.502853,16727,1961,72.449371
1987,25,2,73.991844,15703,1962,72.449371
1988,25,2,74.998848,14490,1963,72.449371
1989,25,2,75.223053,13866,1964,72.449371
1990,25,2,74.752602,14272,1965,72.449371
1991,25,2,73.41301,13020,1966,72.449371
1992,25,2,75.413223,12652,1967,72.449371
1993,25,2,73.691345,12482,1968,72.449371
1994,25,2,74.277702,11749,1969,72.449371
1995,25,2,74.223129,12134,1970,72.449371
1996,25,2,75.246254,10914,1971,72.449371
1997,25,2,76.835052,9750,1972,72.449371
1998,25,2,78.026505,8979,1973,72.449371
1999,25,2,75.26461,8739,1974,72.449371
2000,25,2,76.129066,9064,1975,72.449371
2001,25,2,75.922798,9964,1976,72.449371
2002,25,2,76.342056,10596,1977,72.449371
2003,25,2,74.650818,10367,1978,72.449371
2004,25,2,72.6036,10639,1979,72.449371
2005,25,2,73.549942,10860,1980,72.449371
2006,25,2,74.979019,10778,1981,72.449371
2007,25,2,73.823296,10695,1982,72.449371
2008,25,2,75.765068,10128,1983,72.449371
2009,25,2,75.690643,10404,1984,72.449371
2010,25,2,75.537651,11026,1985,72.449371
2011,25,2,73.951065,10707,1986,72.449371
2012,25,2,72.43779,9955,1987,72.449371
2013,25,2,72.028557,9667,1988,72.449371
2014,25,2,74.534332,10259,1989,72.449371
2015,25,2,74.178062,10498,1990,72.449371
2016,25,2,75.657494,10080,1991,72.449371
1976,26,1,93.989998,11334,1950,93.086861
1977,26,1,94.251015,13311,1951,93.086861
1978,26,1,94.40535,14304,1952,93.086861
1979,26,1,94.576759,14021,1953,93.086861
1980,26,1,93.754929,17287,1954,93.086861
1981,26,1,93.730476,16267,1955,93.086861
1982,26,1,93.209846,15181,1956,93.086861
1983,26,1,93.273727,15522,1957,93.086861
1984,26,1,93.254845,15572,1958,93.086861
1985,26,1,93.444832,15111,1959,93.086861
1986,26,1,94.347153,14941,1960,93.086861
1987,26,1,93.428299,14511,1961,93.086861
1988,26,1,93.466637,13104,1962,93.086861
1989,26,1,92.720703,12978,1963,93.086861
1990,26,1,92.798653,13254,1964,93.086861
1991,26,1,92.117416,12683,1965,93.086861
1992,26,1,92.350334,11948,1966,93.086861
1993,26,1,92.792824,11164,1967,93.086861
1994,26,1,91.882927,10662,1968,93.086861
1995,26,1,91.572685,10667,1969,93.086861
1996,26,1,92.713135,9387,1970,93.086861
1997,26,1,91.877258,9425,1971,93.086861
1998,26,1,91.905296,8851,1972,93.086861
1999,26,1,92.219574,8267,1973,93.086861
2000,26,1,91.918221,8530,1974,93.086861
2001,26,1,90.881889,9223,1975,93.086861
2002,26,1,91.239182,9747,1976,93.086861
2003,26,1,90.211601,9458,1977,93.086861
2004,26,1,90.35923,9559,1978,93.086861
2005,26,1,90.008194,9811,1979,93.086861
2006,26,1,89.094749,9837,1980,93.086861
2007,26,1,89.958778,9948,1981,93.086861
2008,26,1,89.016174,9869,1982,93.086861
2009,26,1,89.27272,10077,1983,93.086861
2010,26,1,86.84053,9826,1984,93.086861
2011,26,1,85.627335,9640,1985,93.086861
2012,26,1,87.769875,9646,1986,93.086861
2013,26,1,86.6521,9395,1987,93.086861
2014,26,1,84.988998,9617,1988,93.086861
2015,26,1,86.362495,9257,1989,93.086861
2016,26,1,87.040657,9655,1990,93.086861
1976,26,2,60.728924,12921,1950,72.384811
1977,26,2,64.088806,14104,1951,72.384811
1978,26,2,65.920601,15582,1952,72.384811
1979,26,2,68.194702,15678,1953,72.384811
1980,26,2,68.324295,18835,1954,72.384811
1981,26,2,68.118767,17596,1955,72.384811
1982,26,2,70.820892,17018,1956,72.384811
1983,26,2,70.473694,17154,1957,72.384811
1984,26,2,71.381683,16404,1958,72.384811
1985,26,2,72.791595,16496,1959,72.384811
1986,26,2,72.902687,16301,1960,72.384811
1987,26,2,74.398323,16182,1961,72.384811
1988,26,2,74.3302,14706,1962,72.384811
1989,26,2,74.502411,14597,1963,72.384811
1990,26,2,74.18615,14620,1964,72.384811
1991,26,2,75.022141,14060,1965,72.384811
1992,26,2,74.928993,12841,1966,72.384811
1993,26,2,74.374603,12284,1967,72.384811
1994,26,2,75.278893,12011,1968,72.384811
1995,26,2,75.640419,11526,1969,72.384811
1996,26,2,76.528259,10624,1970,72.384811
1997,26,2,78.384361,10596,1971,72.384811
1998,26,2,78.055641,9589,1972,72.384811
1999,26,2,77.858391,9221,1973,72.384811
2000,26,2,77.334007,8817,1974,72.384811
2001,26,2,76.615501,9930,1975,72.384811
2002,26,2,76.268265,10417,1976,72.384811
2003,26,2,76.211578,10377,1977,72.384811
2004,26,2,74.388977,10181,1978,72.384811
2005,26,2,73.688881,10536,1979,72.384811
2006,26,2,75.087151,10601,1980,72.384811
2007,26,2,76.423615,10484,1981,72.384811
2008,26,2,75.026772,10505,1982,72.384811
2009,26,2,75.278709,10169,1983,72.384811
2010,26,2,75.624275,10490,1984,72.384811
2011,26,2,74.353668,10792,1985,72.384811
2012,26,2,74.02536,10134,1986,72.384811
2013,26,2,72.516975,9827,1987,72.384811
2014,26,2,73.212013,10125,1988,72.384811
2015,26,2,74.49987,10266,1989,72.384811
2016,26,2,74.99839,10295,1990,72.384811
1976,27,1,94.460068,11459,1949,93.762154
1977,27,1,94.573486,12804,1950,93.762154
1978,27,1,94.408569,13934,1951,93.762154
1979,27,1,95.024323,14001,1952,93.762154
1980,27,1,94.773834,16633,1953,93.762154
1981,27,1,94.124786,16326,1954,93.762154
1982,27,1,94.525749,15560,1955,93.762154
1983,27,1,93.714729,15398,1956,93.762154
1984,27,1,93.965439,15092,1957,93.762154
1985,27,1,94.24752,15346,1958,93.762154
1986,27,1,94.038193,14782,1959,93.762154
1987,27,1,94.177589,14150,1960,93.762154
1988,27,1,93.996902,13690,1961,93.762154
1989,27,1,94.317299,13221,1962,93.762154
1990,27,1,93.479263,13824,1963,93.762154
1991,27,1,93.621063,12787,1964,93.762154
1992,27,1,92.774818,12647,1965,93.762154
1993,27,1,93.750908,11735,1966,93.762154
1994,27,1,92.445152,10651,1967,93.762154
1995,27,1,92.859734,10406,1968,93.762154
1996,27,1,93.471649,9150,1969,93.762154
1997,27,1,92.570564,9494,1970,93.762154
1998,27,1,92.800423,9343,1971,93.762154
1999,27,1,92.169746,8828,1972,93.762154
2000,27,1,93.27729,8461,1973,93.762154
2001,27,1,91.786934,9199,1974,93.762154
2002,27,1,91.41964,9747,1975,93.762154
2003,27,1,90.493324,9298,1976,93.762154
2004,27,1,91.117508,9295,1977,93.762154
2005,27,1,91.598495,9501,1978,93.762154
2006,27,1,90.540192,9563,1979,93.762154
2007,27,1,90.823273,9982,1980,93.762154
2008,27,1,89.649498,9783,1981,93.762154
2009,27,1,89.555016,9643,1982,93.762154
2010,27,1,89.470695,9795,1983,93.762154
2011,27,1,89.010056,9516,1984,93.762154
2012,27,1,88.38842,9604,1985,93.762154
2013,27,1,87.884178,9766,1986,93.762154
2014,27,1,88.289848,9498,1987,93.762154
2015,27,1,86.434914,9151,1988,93.762154
2016,27,1,87.216835,9122,1989,93.762154
1976,27,2,59.896706,12892,1949,71.385849
1977,27,2,61.208622,14051,1950,71.385849
1978,27,2,64.86499,15148,1951,71.385849
1979,27,2,66.098541,15626,1952,71.385849
1980,27,2,67.316673,18122,1953,71.385849
1981,27,2,68.22921,17474,1954,71.385849
1982,27,2,68.504059,16894,1955,71.385849
1983,27,2,70.577484,16799,1956,71.385849
1984,27,2,70.36425,16679,1957,71.385849
1985,27,2,72.056076,16547,1958,71.385849
1986,27,2,72.255066,16325,1959,71.385849
1987,27,2,72.363922,16070,1960,71.385849
1988,27,2,73.591461,14972,1961,71.385849
1989,27,2,73.894615,14576,1962,71.385849
1990,27,2,73.804901,15352,1963,71.385849
1991,27,2,73.377327,14313,1964,71.385849
1992,27,2,74.20195,13613,1965,71.385849
1993,27,2,74.095421,12741,1966,71.385849
1994,27,2,73.662308,11911,1967,71.385849
1995,27,2,75.442406,11428,1968,71.385849
1996,27,2,75.775055,10064,1969,71.385849
1997,27,2,78.040588,10544,1970,71.385849
1998,27,2,77.360558,10377,1971,71.385849
1999,27,2,76.27813,9523,1972,71.385849
2000,27,2,75.226601,9157,1973,71.385849
2001,27,2,75.997635,9993,1974,71.385849
2002,27,2,75.452667,10466,1975,71.385849
2003,27,2,73.124321,10276,1976,71.385849
2004,27,2,74.127083,10054,1977,71.385849
2005,27,2,74.792061,10185,1978,71.385849
2006,27,2,74.739548,9943,1979,71.385849
2007,27,2,76.099312,10382,1980,71.385849
2008,27,2,75.899872,10741,1981,71.385849
2009,27,2,73.513184,10677,1982,71.385849
2010,27,2,75.156601,10584,1983,71.385849
2011,27,2,75.228432,10525,1984,71.385849
2012,27,2,76.27243,10257,1985,71.385849
2013,27,2,73.930275,10070,1986,71.385849
2014,27,2,73.152107,9635,1987,71.385849
2015,27,2,73.883751,9620,1988,71.385849
2016,27,2,75.733376,10026,1989,71.385849
1976,28,1,94.989342,12035,1948,94.254211
1977,28,1,95.693497,12376,1949,94.254211
1978,28,1,95.489159,13605,1950,94.254211
1979,28,1,95.588593,13779,1951,94.254211
1980,28,1,94.877365,16635,1952,94.254211
1981,28,1,94.462097,15586,1953,94.254211
1982,28,1,94.794174,15134,1954,94.254211
1983,28,1,94.398483,15277,1955,94.254211
1984,28,1,94.059235,15261,1956,94.254211
1985,28,1,94.474945,15000,1957,94.254211
1986,28,1,94.481598,15242,1958,94.254211
1987,28,1,94.414246,14382,1959,94.254211
1988,28,1,94.177841,13682,1960,94.254211
1989,28,1,94.558189,13979,1961,94.254211
1990,28,1,94.913589,14539,1962,94.254211
1991,28,1,93.653557,13800,1963,94.254211
1992,28,1,94.444115,13070,1964,94.254211
1993,28,1,93.048531,12477,1965,94.254211
1994,28,1,92.618881,11526,1966,94.254211
1995,28,1,92.974533,10634,1967,94.254211
1996,28,1,94.162361,9188,1968,94.254211
1997,28,1,93.803848,9711,1969,94.254211
1998,28,1,93.199013,9628,1970,94.254211
1999,28,1,92.823776,9738,1971,94.254211
2000,28,1,93.844597,8853,1972,94.254211
2001,28,1,92.163208,9563,1973,94.254211
2002,28,1,92.06337,9457,1974,94.254211
2003,28,1,91.87384,9388,1975,94.254211
2004,28,1,92.265739,9318,1976,94.254211
2005,28,1,92.180641,9629,1977,94.254211
2006,28,1,92.61232,9358,1978,94.254211
2007,28,1,92.541466,9487,1979,94.254211
2008,28,1,91.024109,10249,1980,94.254211
2009,28,1,89.611748,10074,1981,94.254211
2010,28,1,90.053978,10022,1982,94.254211
2011,28,1,88.960838,9561,1983,94.254211
2012,28,1,89.551628,9552,1984,94.254211
2013,28,1,88.962273,9585,1985,94.254211
2014,28,1,88.723892,9863,1986,94.254211
2015,28,1,88.542,9496,1987,94.254211
2016,28,1,88.062523,9196,1988,94.254211
1976,28,2,57.531921,12913,1948,70.717789
1977,28,2,59.995831,14014,1949,70.717789
1978,28,2,61.951359,14748,1950,70.717789
1979,28,2,64.767525,15198,1951,70.717789
1980,28,2,65.926811,17696,1952,70.717789
1981,28,2,66.552147,17394,1953,70.717789
1982,28,2,67.873192,16694,1954,70.717789
1983,28,2,69.270729,16412,1955,70.717789
1984,28,2,68.984024,16439,1956,70.717789
1985,28,2,70.442894,16509,1957,70.717789
1986,28,2,71.87822,16291,1958,70.717789
1987,28,2,73.146591,15981,1959,70.717789
1988,28,2,72.538612,14589,1960,70.717789
1989,28,2,73.871216,15185,1961,70.717789
1990,28,2,72.959282,15307,1962,70.717789
1991,28,2,73.344841,15113,1963,70.717789
1992,28,2,72.905556,14494,1964,70.717789
1993,28,2,73.36615,13822,1965,70.717789
1994,28,2,73.720848,12596,1966,70.717789
1995,28,2,76.133415,11928,1967,70.717789
1996,28,2,75.829086,10058,1968,70.717789
1997,28,2,77.966743,10277,1969,70.717789
1998,28,2,77.958534,10602,1970,70.717789
1999,28,2,78.31144,10503,1971,70.717789
2000,28,2,78.192322,9432,1972,70.717789
2001,28,2,75.284485,10049,1973,70.717789
2002,28,2,76.830765,10640,1974,70.717789
2003,28,2,73.759987,10515,1975,70.717789
2004,28,2,72.280586,10116,1976,70.717789
2005,28,2,73.455917,10172,1977,70.717789
2006,28,2,74.514275,10269,1978,70.717789
2007,28,2,74.64476,10021,1979,70.717789
2008,28,2,76.006386,10843,1980,70.717789
2009,28,2,75.993439,10659,1981,70.717789
2010,28,2,74.828438,10835,1982,70.717789
2011,28,2,73.820442,10815,1983,70.717789
2012,28,2,74.075058,10859,1984,70.717789
2013,28,2,74.254326,10381,1985,70.717789
2014,28,2,74.564636,10281,1986,70.717789
2015,28,2,74.264267,10088,1987,70.717789
2016,28,2,75.803886,9888,1988,70.717789
1976,29,1,95.717758,12438,1947,94.634216
1977,29,1,95.171654,12870,1948,94.634216
1978,29,1,95.653282,13172,1949,94.634216
1979,29,1,95.775169,13910,1950,94.634216
1980,29,1,95.647949,16147,1951,94.634216
1981,29,1,94.96489,15775,1952,94.634216
1982,29,1,95.28302,14585,1953,94.634216
1983,29,1,95.087204,14841,1954,94.634216
1984,29,1,94.912247,15285,1955,94.634216
1985,29,1,95.063751,15266,1956,94.634216
1986,29,1,94.890686,14858,1957,94.634216
1987,29,1,94.879921,14763,1958,94.634216
1988,29,1,94.850616,13573,1959,94.634216
1989,29,1,94.852318,13910,1960,94.634216
1990,29,1,94.4907,14763,1961,94.634216
1991,29,1,94.85907,13999,1962,94.634216
1992,29,1,93.710289,13580,1963,94.634216
1993,29,1,94.506096,12881,1964,94.634216
1994,29,1,92.836578,11936,1965,94.634216
1995,29,1,93.207321,11292,1966,94.634216
1996,29,1,93.995026,9393,1967,94.634216
1997,29,1,93.371178,9588,1968,94.634216
1998,29,1,94.236221,9622,1969,94.634216
1999,29,1,93.258301,9734,1970,94.634216
2000,29,1,93.192764,9685,1971,94.634216
2001,29,1,92.752113,9984,1972,94.634216
2002,29,1,92.508469,9788,1973,94.634216
2003,29,1,92.645836,9155,1974,94.634216
2004,29,1,92.069855,9356,1975,94.634216
2005,29,1,91.922554,9483,1976,94.634216
2006,29,1,92.232635,9497,1977,94.634216
2007,29,1,92.564682,9240,1978,94.634216
2008,29,1,92.386261,9474,1979,94.634216
2009,29,1,89.974205,10060,1980,94.634216
2010,29,1,89.810776,10151,1981,94.634216
2011,29,1,89.713631,9910,1982,94.634216
2012,29,1,90.485153,9451,1983,94.634216
2013,29,1,89.87059,9112,1984,94.634216
2014,29,1,88.211449,9508,1985,94.634216
2015,29,1,89.848312,9302,1986,94.634216
2016,29,1,88.481758,9288,1987,94.634216
1976,29,2,55.002869,13265,1947,69.83094
1977,29,2,58.734123,13962,1948,69.83094
